timestamp,class_id,class_name,confidence,x1,y1,x2,y2
2025-07-23T18:04:30.444973,3,severe corrosion,0.40339982509613037,0,645,142,960
2025-07-23T18:04:49.841273,0,corrosion,0.40333816409111023,762,486,960,584
2025-07-23T18:04:50.847999,0,corrosion,0.41341376304626465,762,486,960,584
2025-07-23T18:04:51.850594,0,corrosion,0.4053858518600464,762,486,960,583
2025-07-23T18:05:00.520210,0,corrosion,0.4006943106651306,760,486,960,582
2025-07-23T18:05:01.446580,0,corrosion,0.40817299485206604,761,486,960,582
2025-07-23T18:05:02.442610,0,corrosion,0.4254465103149414,760,486,960,581
2025-07-23T18:05:03.369009,0,corrosion,0.44379085302352905,759,486,960,580
2025-07-23T18:05:04.415933,0,corrosion,0.4699820876121521,760,486,960,580
2025-07-23T18:05:05.394577,0,corrosion,0.45064494013786316,761,487,960,579
2025-07-23T18:05:06.403258,0,corrosion,0.4175297021865845,760,486,960,579
2025-07-23T18:05:07.373828,0,corrosion,0.44636106491088867,762,486,960,580
2025-07-23T18:05:08.379867,0,corrosion,0.44553491473197937,763,486,960,579
2025-07-23T18:05:09.352926,0,corrosion,0.4229254424571991,763,487,960,578
2025-07-23T18:05:10.246579,0,corrosion,0.4357726573944092,763,486,960,579
2025-07-23T18:05:12.246113,0,corrosion,0.4261590242385864,763,487,959,580
2025-07-23T18:05:13.226293,0,corrosion,0.40157264471054077,763,486,959,580
2025-07-23T18:05:27.060472,3,severe corrosion,0.402206152677536,636,96,644,186
2025-07-23T18:05:38.780747,0,corrosion,0.4150668680667877,759,484,960,584
2025-07-23T18:05:39.737670,0,corrosion,0.42437034845352173,758,484,960,585
2025-07-23T18:05:40.678853,0,corrosion,0.43943312764167786,759,484,959,585
2025-07-23T18:05:41.661787,0,corrosion,0.43203237652778625,759,484,959,585
2025-07-23T18:05:42.634151,0,corrosion,0.4109123945236206,759,484,960,584
2025-07-23T18:05:51.641848,3,severe corrosion,0.4046550691127777,719,541,960,952
2025-07-23T18:10:12.579758,3,severe corrosion,0.40339982509613037,0,645,142,960
2025-07-24T02:09:59.451123,3,severe corrosion,0.40339982509613037,0,645,142,960
2025-07-24T02:10:31.599784,0,corrosion,0.40333816409111023,762,486,960,584
2025-07-24T02:10:32.714558,0,corrosion,0.41341376304626465,762,486,960,584
2025-07-24T02:10:34.843430,0,corrosion,0.4053858518600464,762,486,960,583
2025-07-24T02:10:46.642448,0,corrosion,0.4006943106651306,760,486,960,582
2025-07-24T02:10:51.366983,0,corrosion,0.40817299485206604,761,486,960,582
2025-07-24T02:10:52.466774,0,corrosion,0.4254465103149414,760,486,960,581
2025-07-24T02:10:53.562651,0,corrosion,0.44379085302352905,759,486,960,580
2025-07-24T02:10:54.839809,0,corrosion,0.4699820876121521,760,486,960,580
2025-07-24T02:10:56.652339,0,corrosion,0.45064494013786316,761,487,960,579
2025-07-24T02:10:57.690266,0,corrosion,0.4175297021865845,760,486,960,579
2025-07-24T02:10:59.803091,0,corrosion,0.44636106491088867,762,486,960,580
2025-07-24T02:11:00.983765,0,corrosion,0.44553491473197937,763,486,960,579
2025-07-24T02:11:03.241523,0,corrosion,0.4229254424571991,763,487,960,578
2025-07-24T02:11:04.299282,0,corrosion,0.4357726573944092,763,486,960,579
2025-07-24T02:11:09.510029,0,corrosion,0.4261590242385864,763,487,959,580
2025-07-24T02:11:10.912689,0,corrosion,0.40157264471054077,763,486,959,580
2025-07-24T02:11:38.796850,3,severe corrosion,0.402206152677536,636,96,644,186
2025-07-24T02:12:35.473351,0,corrosion,0.4150668680667877,759,484,960,584
2025-07-24T02:12:37.370231,0,corrosion,0.42437034845352173,758,484,960,585
2025-07-24T02:12:40.452949,0,corrosion,0.43943312764167786,759,484,959,585
2025-07-24T02:12:42.399982,0,corrosion,0.43203237652778625,759,484,959,585
2025-07-24T02:12:44.554691,0,corrosion,0.4109123945236206,759,484,960,584
2025-07-24T02:13:26.257953,3,severe corrosion,0.4046550691127777,719,541,960,952
2025-07-24T02:16:57.247858,0,corrosion,0.3611558675765991,759,486,960,582
2025-07-24T02:16:57.247858,3,severe corrosion,0.2818988263607025,334,611,480,924
2025-07-24T02:16:58.424077,0,corrosion,0.3579476475715637,759,487,960,583
2025-07-24T02:16:58.424077,3,severe corrosion,0.24298445880413055,335,614,480,917
2025-07-24T02:16:59.961438,0,corrosion,0.34589651226997375,759,487,960,583
2025-07-24T02:16:59.961438,3,severe corrosion,0.27359792590141296,335,618,480,916
2025-07-24T02:17:01.759213,0,corrosion,0.33849072456359863,759,487,960,583
2025-07-24T02:17:01.759213,3,severe corrosion,0.27380701899528503,334,613,480,921
2025-07-24T02:17:01.759213,3,severe corrosion,0.2051035612821579,0,648,142,960
2025-07-24T02:17:03.870919,0,corrosion,0.3421611487865448,759,487,960,583
2025-07-24T02:17:03.870919,3,severe corrosion,0.25698143243789673,334,610,480,923
2025-07-24T02:17:03.870919,3,severe corrosion,0.22084304690361023,0,648,143,960
2025-07-24T02:17:04.766711,0,corrosion,0.33868029713630676,759,487,960,583
2025-07-24T02:17:04.766711,3,severe corrosion,0.28732895851135254,334,613,480,919
2025-07-24T02:17:04.766711,3,severe corrosion,0.21948149800300598,0,648,142,960
2025-07-24T02:17:07.786530,0,corrosion,0.34966841340065,760,486,960,584
2025-07-24T02:17:07.786530,3,severe corrosion,0.2834029495716095,334,610,480,924
2025-07-24T02:17:07.786530,3,severe corrosion,0.2474955916404724,0,647,142,960
2025-07-24T02:17:09.938545,0,corrosion,0.35174494981765747,760,486,960,584
2025-07-24T02:17:09.938545,3,severe corrosion,0.2657681703567505,334,611,480,920
2025-07-24T02:17:09.938545,3,severe corrosion,0.21145126223564148,0,647,142,960
2025-07-24T02:17:12.805474,0,corrosion,0.33071058988571167,759,487,960,584
2025-07-24T02:17:12.805474,3,severe corrosion,0.2347222864627838,334,613,480,917
2025-07-24T02:17:12.805474,3,severe corrosion,0.2255348414182663,0,648,142,960
2025-07-24T02:17:15.244069,0,corrosion,0.3366187512874603,760,487,960,583
2025-07-24T02:17:15.244069,3,severe corrosion,0.24916091561317444,334,614,480,921
2025-07-24T02:17:15.244069,3,severe corrosion,0.23164598643779755,0,647,142,960
2025-07-24T02:17:16.980619,0,corrosion,0.34009024500846863,761,487,960,584
2025-07-24T02:17:16.980619,3,severe corrosion,0.24738956987857819,334,613,480,924
2025-07-24T02:17:16.980619,3,severe corrosion,0.20163585245609283,0,646,142,960
2025-07-24T02:17:18.622418,0,corrosion,0.3365747928619385,760,486,960,584
2025-07-24T02:17:18.622418,3,severe corrosion,0.27022236585617065,0,646,142,960
2025-07-24T02:17:19.932446,0,corrosion,0.3484804332256317,761,487,960,583
2025-07-24T02:17:19.932446,3,severe corrosion,0.2838238775730133,0,646,142,960
2025-07-24T02:17:20.917289,0,corrosion,0.3415498435497284,761,486,960,584
2025-07-24T02:17:20.917289,3,severe corrosion,0.23220978677272797,0,646,142,960
2025-07-24T02:17:22.085153,0,corrosion,0.3396567702293396,761,486,960,585
2025-07-24T02:17:22.085153,3,severe corrosion,0.291384756565094,0,644,142,960
2025-07-24T02:17:24.057747,0,corrosion,0.3380693793296814,761,486,960,584
2025-07-24T02:17:24.057747,3,severe corrosion,0.29936835169792175,0,648,142,960
2025-07-24T02:17:24.057747,3,severe corrosion,0.2023552507162094,334,610,480,928
2025-07-24T02:17:25.079865,0,corrosion,0.34358885884284973,761,486,960,585
2025-07-24T02:17:25.079865,3,severe corrosion,0.3019707202911377,0,646,142,960
